,id,name,kor_name,description,kor_description,citation_uri,positive_examples,child_ids,restrictions
474,/m/01x3z,Clock,시계,Sounds made by an instrument designed to keep and indicate time.,시간을 유지하고 표시하도록 설계된 계측기에서 발생하는 소리.,http://en.wikipedia.org/wiki/Clock,"['youtu.be/iq62ay8Lv4o?start=450&end=460', 'youtu.be/FuWDfaQjbvs?start=150&end=160', 'youtu.be/G40Kohywqh4?start=20&end=30', 'youtu.be/CuOWQr1a5-c?start=120&end=130', 'youtu.be/G23Me3A60b8?start=20&end=30', 'youtu.be/Qda2h9SXacs?start=20&end=30', 'youtu.be/OL63NVm1v7A?start=20&end=30']","['/m/07qjznt', '/m/07qjznl']",[]
475,/m/07qjznt,Tick,틱,A metallic tapping sound.,금속으로 두드리는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=tick,"['youtu.be/aTcKrIlKI9o?start=30&end=40', 'youtu.be/y-hd-Ol4ES4?start=30&end=40', 'youtu.be/GgpH6htMmQQ?start=30&end=40', 'youtu.be/xNZ0aU2X5uQ?start=30&end=40', 'youtu.be/R6VUgJzDwBQ?start=30&end=40', 'youtu.be/WupBieE-8Us?start=30&end=40', 'youtu.be/YKtbQkTmvnY?start=30&end=40', 'youtu.be/t6Hlse8lKmg?start=20&end=30']",[],[]
476,/m/07qjznl,Tick-tock,째깍(시계),A steady recurrent ticking sound as made by a clock.,시계가 내는 똑딱똑딱거리는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=ticktock,"['youtu.be/wRnYhBhofVY?start=30&end=40', 'youtu.be/pDjj6MiFNuc?start=30&end=40', 'youtu.be/4ftDFi4684Y?start=30&end=40', 'youtu.be/y5cRJZB83ZA?start=4&end=14']",[],[]
477,/m/0l7xg,Gears,기어,"Sounds of rotating machine parts having cut teeth, or cogs, which mesh with other toothed parts to transmit torque.",회전을 위해 다른 톱니 부품과 맞물리는 절단된 톱니 또는 톱니바퀴가 있는 기계 부품이 회전하는 소리.,http://en.wikipedia.org/wiki/Gear,"['youtu.be/0HGFcukxF9Q?start=30&end=40', 'youtu.be/0xyapQxC7yM?start=30&end=40']",[],[]
478,/m/05zc1,Pulleys,풀리스,Sounds of a wheel on an axle or shaft that is designed to support movement and change of direction of a taut cable or belt along its circumference.,차축이나 축에서 바퀴의 원주를 따라 팽팽한 케이블이나 벨트의 이동 및 방향 변경을 지지하도록 설계된 바퀴의 소리.,http://en.wikipedia.org/wiki/Pulley,"['youtu.be/j7KrjKwz1VY?start=30&end=40', 'youtu.be/OuKRNNbgsGc?start=20&end=30']",[],[]
479,/m/0llzx,Sewing machine,재봉틀,Sounds of a machine used to stitch fabric and other materials together with thread.,직물과 다른 재료를 실로 꿰매는 데 사용되는 기계의 소리.,http://en.wikipedia.org/wiki/Sewing_machine,"['youtu.be/3ejlQ7u5kkU?start=220&end=230', 'youtu.be/x7ROZ8Lps2k?start=130&end=140', 'youtu.be/DMbLpqQlYjc?start=30&end=40', 'youtu.be/r9MHNEIYNBY?start=80&end=90', 'youtu.be/qZMkCBSNzLo?start=450&end=460', 'youtu.be/AfZTLVMTAD4?start=30&end=40', 'youtu.be/4GYEVk6ngdk?start=40&end=50', 'youtu.be/4zEP9py4ZO0?start=310&end=320']",[],[]
480,/m/02x984l,Mechanical fan,선풍기,Sounds of a machine used to create air flow via the motion of a rotating arrangement of vanes or blades.,베인 또는 블레이드의 회전 배열의 움직임을 통해 공기 흐름을 만드는 데 사용되는 기계 소리.,http://en.wikipedia.org/wiki/Mechanical_fan,"['youtu.be/DwTfsGSG3y8?start=30&end=40', 'youtu.be/3qeBcAw5T8U?start=240&end=250', 'youtu.be/ESeWXm2Obnc?start=60&end=70', 'youtu.be/S5KErFSn92w?start=210&end=220', 'youtu.be/rJZo6erXckU?start=180&end=190', 'youtu.be/ZVtm-Pw6gJU?start=40&end=50']",[],[]
481,/m/025wky1,Air conditioning,에어컨,"The sound of a device that removes heat from the air inside a building or vehicle, thus lowering the air temperature.",건물이나 차량 내부의 공기에서 열을 제거하여 공기 온도를 낮추는 장치의 소리.,http://en.wikipedia.org/wiki/Air_conditioning,"['youtu.be/wRBGmik5Dz0?start=160&end=170', 'youtu.be/xBxsVs1BQh0?start=30&end=40']",[],[]
482,/m/024dl,Cash register,금전 등록기,"Sounds of a mechanical or electronic device for registering and calculating transactions, usually attached to a drawer for storing cash.","거래를 등록하고 계산하는 기계 또는 전자 장치의 소리이며, 일반적으로 현금을 보관하기 위해 서랍에 부착된다.",http://en.wikipedia.org/wiki/Cash_register,"['youtu.be/OY5485e1_yM?start=30&end=40', 'youtu.be/mJiXm0TbS1w?start=460&end=470', 'youtu.be/w3wyawCHZOM?start=110&end=120', 'youtu.be/nvY30V3-kD8?start=250&end=260', 'youtu.be/Wb3ZTFSc7bc?start=120&end=130', 'youtu.be/GuFTgsvMAUc?start=23&end=33', 'youtu.be/twQ9-kxoJ70?start=10&end=20', 'youtu.be/dXKql7mi4rU?start=60&end=70']",[],[]
483,/m/01m4t,Printer,인쇄기,Sounds of a computer peripheral which makes a persistent human readable representation of graphics or text on paper or similar physical media.,종이 또는 유사한 물리적 매체에 그래픽이나 텍스트를 지속적으로 사람이 읽을 수 있도록 하는 컴퓨터 주변 장치의 소리.,http://en.wikipedia.org/wiki/Printer_(computing),"['youtu.be/NjDe3O45xjI?start=470&end=480', 'youtu.be/xCK4-CaqGBw?start=40&end=50', 'youtu.be/mRtqC_FswFc?start=30&end=40', 'youtu.be/7BzyG8MV_zs?start=30&end=40', 'youtu.be/MFFrOFlAXQ8?start=30&end=40']",[],[]
484,/m/0dv5r,Camera,카메라,Sounds of mechanical or electronic instruments that employ optics to record or capture images.,이미지를 기록하거나 캡처하기 위해 광학 장치를 사용하는 기계 또는 전자 기기의 소리.,http://en.wikipedia.org/wiki/Camera,"['youtu.be/sH33P94VpZQ?start=50&end=60', 'youtu.be/QdGg7SIlTj8?start=350&end=360', 'youtu.be/eF7BVZza7qg?start=390&end=400', 'youtu.be/djy4CXMXZls?start=310&end=320', 'youtu.be/mYmn4kAwLG8?start=300&end=310', 'youtu.be/a4eISIE97EU?start=260&end=270', 'youtu.be/vQwg9vG_7E0?start=40&end=50']",['/m/07bjf'],[]
485,/m/07bjf,Single-lens reflex camera,단일 렌즈 반사 카메라,Sounds of camera that uses a mirror and prism system to permit the photographer to view through the lens and see exactly what will be captured.,미러와 프리즘 시스템을 사용하여 사진가가 렌즈를 통해 보고 정확히 무엇을 캡처할 수 있도록 하는 카메라 소리.,http://en.wikipedia.org/wiki/Single-lens_reflex_camera,"['youtu.be/4bibld_jSR0?start=30&end=40', 'youtu.be/51pSJYU7wdU?start=30&end=40']",[],[]
486,/m/07k1x,Tools,도구,"Sounds associated with any physical item that can be used to achieve a goal, especially if the item is not consumed in the process.","프로세스에서 항목을 소비하지 않는 경우, 목표 달성에 사용할 수 있는 실제 물체와 관련된 소리.",http://en.wikipedia.org/wiki/Tool,"['youtu.be/6EvqESUDuh4?start=150&end=160', 'youtu.be/--hYWyUh_BY?start=30&end=40', 'youtu.be/GJhuBSoQeRg?start=170&end=180', 'youtu.be/gnytgNTz4Tw?start=460&end=470', 'youtu.be/YpjgUzOBWSM?start=420&end=430', 'youtu.be/WpeT6stfbac?start=40&end=50', 'youtu.be/itFDsYrpdQ4?start=80&end=90', 'youtu.be/5I8lmN8rwDM?start=540&end=550', 'youtu.be/bE2hGIuk3nE?start=20&end=30']","['/m/03l9g', '/m/03p19w', '/m/01b82r', '/m/02p01q', '/m/023vsd', '/m/0_ksk']",[]
487,/m/03l9g,Hammer,망치,"Sounds made by a tool or device that delivers a blow to an object. Most hammers are hand tools used to drive nails, fit parts, forge metal, and break apart objects.","물체에 타격을 전달하는 도구나 장치에 의해 만들어지는 소리. 대부분의 망치는 못을 박고, 부품을 맞추고, 금속을 단조하고, 물체를 분해하는 데 사용되는 수공구이다.",http://en.wikipedia.org/wiki/Hammer,"['youtu.be/DPWTr_fAamU?start=50&end=60', 'youtu.be/gwz2RRFSp_I?start=70&end=80', 'youtu.be/UJubaPeUu58?start=100&end=110', 'youtu.be/rUyjioYts8k?start=220&end=230', 'youtu.be/hqeM4MaM8AY?start=270&end=280', 'youtu.be/oy_ZYPJ_i4U?start=130&end=140']",[],[]
488,/m/03p19w,Jackhammer,잭 해머,"The sound of a pneumatic or electro-mechanical tool that combines a hammer directly with a chisel, usually used to break up rock, pavement, and concrete.","망치와 끌을 직접 결합하는 공압 또는 전기 기계 공구의 소리이며, 일반적으로 바위, 포장 및 콘크리트를 분해하는 데 사용된다.",http://en.wikipedia.org/wiki/Jackhammer,"['youtu.be/D8ZGG2r9rw4?start=70&end=80', 'youtu.be/9PXlmLwYdSU?start=30&end=40', 'youtu.be/2OVIxKp0tDY?start=30&end=40', 'youtu.be/4qWfY_x6hpA?start=20&end=30', 'youtu.be/2_MZIyjeHkg?start=30&end=40']",[],[]
489,/m/01b82r,Sawing,톱질,"Sounds of a tool consisting of a tough blade, wire, or chain with a hard toothed edge, used to cut through material, most often wood.  Includes both manual and motorized saws.","단단한 칼날, 철사 또는 단단한 톱니 가장자리가 있는 체인으로 구성된 도구의 소리이며, 대부분의 경우 나무를 자르는 데 사용된다. 수동 및 모터 구동식 톱을 모두 포함한다.",http://en.wikipedia.org/wiki/Saw,"['youtu.be/2cA6U33DhmU?start=21&end=31', 'youtu.be/IIrxuKxXgbI?start=50&end=60', 'youtu.be/4UhoP_5tq-8?start=40&end=50', 'youtu.be/CZbwyN1DAUU?start=30&end=40', 'youtu.be/tHaynxVvo0k?start=30&end=40', 'youtu.be/KkO1_TZkPmA?start=70&end=80']",[],[]
490,/m/02p01q,Filing (rasp),줄질,Sounds of a common wood- and metal-working tool used to remove fine amounts of material from a workpiece.,공작물에서 미량의 재료를 제거하는 데 사용되는 일반적인 목재 및 금속 가공 도구의 소리.,http://en.wikipedia.org/wiki/File_(tool),"['youtu.be/WvLRozv0VO8?start=480&end=490', 'youtu.be/xobSVmWsS3M?start=230&end=240', 'youtu.be/bmlAZ217IeQ?start=390&end=400', 'youtu.be/QsuVk4wgxVA?start=210&end=220', 'youtu.be/1lkHxuNt0ys?start=40&end=50']",[],[]
491,/m/023vsd,Sanding,사포질,"The sounds of a surface being scraped by an abrasive material affixed to sheets of paper or cloth, either to make the surface smoother, remove a layer of material, or sometimes to make the surface rougher.",표면을 매끄럽게 하거나 재료의 층을 제거하거나 때로는 표면을 거칠게 만들기 위해 종이나 천에 부착된 연마재에 의해 표면이 긁히는 소리.,http://en.wikipedia.org/wiki/Sandpaper,"['youtu.be/5f2ygkdBhXQ?start=180&end=190', 'youtu.be/gq3mrdhrUco?start=370&end=380', 'youtu.be/6KPXNKlaAo8?start=60&end=70', 'youtu.be/l4raHxFuVIU?start=30&end=40']",[],[]
492,/m/0_ksk,Power tool,전동 공구,Sounds of tools that employ a power source other than the manual labor used with hand tools. The most common types of power tools use electric motors.,수동 공구와 함께 사용되는 수동 작업 이외의 전원을 사용하는 공구의 소리. 전동 공구의 가장 일반적인 유형은 전기 모터를 사용한다.,http://en.wikipedia.org/wiki/Power_tool,"['youtu.be/xcqLleK10js?start=50&end=60', 'youtu.be/AVst_gI8r0Y?start=130&end=140', 'youtu.be/c7WBUf2Rslg?start=300&end=310', 'youtu.be/iXJ6cCkogvA?start=130&end=140', 'youtu.be/w7Ar6TrvBiE?start=460&end=470', 'youtu.be/ggP0GzUehZ8?start=100&end=110', 'youtu.be/pPbaKEYpP-4?start=60&end=70', 'youtu.be/oQA78VCxa2U?start=60&end=70']",['/m/01d380'],[]
493,/m/01d380,Drill,드릴,Sounds of a tool used for making holes in various materials via a rotating drill bit.,회전 드릴 비트를 통해 다양한 재료에 구멍을 내기 위해 사용되는 도구의 소리.,http://en.wikipedia.org/wiki/Drill,"['youtu.be/2hYNQDynVrY?start=20&end=30', 'youtu.be/g2Q3U2nID1o?start=50&end=60', 'youtu.be/0zfWGqDMT04?start=60&end=70', 'youtu.be/g_tNcWk39d8?start=20&end=30', 'youtu.be/MDWok2Z9eK8?start=100&end=110', 'youtu.be/-XoJN3kzimY?start=90&end=100']",['/m/08j51y'],[]
494,/m/014zdl,Explosion,폭발,"The sound of a rapid increase in volume and release of energy in an extreme manner, usually with the generation of high temperatures and the release of gases.",일반적으로 고온 발생 및 가스 방출과 함께 극단적인 방식으로 급격한 부피 증가 및 에너지 방출 소리.,http://en.wikipedia.org/wiki/Explosion,"['youtu.be/PrLxgTuUFMM?start=30&end=40', 'youtu.be/kQpyLZEenDs?start=280&end=290', 'youtu.be/ir1XTdyt4IY?start=18&end=28', 'youtu.be/T_ZCW1gW9MY?start=21&end=31', 'youtu.be/V6oQYxXbUGs?start=30&end=40', 'youtu.be/52P29_VwBT0?start=30&end=40', 'youtu.be/1LYnGafjSfs?start=30&end=40', 'youtu.be/BG7QfANwqsw?start=170&end=180']","['/m/032s66', '/m/0g6b5', '/m/07qsvvw', '/m/07pxg6y', '/m/07qqyl4']",[]
495,/m/032s66,"Gunshot, gunfire",총격,"The sound of the discharge of a firearm, or multiple such discharges.",총의 발사 소리 또는 그러한 여러 방전의 소리.,http://en.wikipedia.org/wiki/Gunshot,"['youtu.be/--PG66A3lo4?start=80&end=90', 'youtu.be/PKEhOxE-Ovs?start=130&end=140', 'youtu.be/c9030y4sJo0?start=140&end=150', 'youtu.be/6slrju_ar9U?start=290&end=300', 'youtu.be/K1cnDXbkPu0?start=170&end=180', 'youtu.be/AjIQf3HK_Vc?start=130&end=140', 'youtu.be/Ma65O2T_hN0?start=10&end=20', 'youtu.be/-Ho5tDtuah0?start=50&end=60']","['/m/04zjc', '/m/02z32qm', '/m/0_1c', '/m/073cg4']",[]
496,/m/04zjc,Machine gun,기관총,"Sounds of a fully automatic mounted or portable firearm, designed to fire bullets in quick succession from an ammunition belt or magazine, typically at a rate of 300 to 1800 rounds per minute.","탄약 벨트나 탄약에서 총알을 빠르게 연속 발사하도록 설계된 완전 자동 장착형 또는 휴대용 화기의 소리이며, 일반적으로 분당 300~1800발의 속도로 발사된다.",http://en.wikipedia.org/wiki/Machine_gun,"['youtu.be/CMsuBmtxj1c?start=50&end=60', 'youtu.be/HrQ_2pDcXgk?start=200&end=210', 'youtu.be/YGzn9Xn-hxU?start=540&end=550']",[],[]
497,/m/02z32qm,Fusillade,연속 사격,The sound of the simultaneous and continuous firing of a group of firearms on command.,명령중인 총기 그룹의 동시 및 지속적인 발사 소리.,http://en.wikipedia.org/wiki/Fusillade,['youtu.be/7ZrDUuR6jhQ?start=50&end=60'],[],['blacklist']
498,/m/0_1c,Artillery fire,포병 사격,The sound of large military weapons built to fire munitions far beyond the range and power of infantry's small arms.,보병의 소형 무기의 사정거리와 위력을 훨씬 뛰어넘는 탄약을 발사하기 위해 만들어진 대형 군사 무기 소리.,http://en.wikipedia.org/wiki/Artillery,"['youtu.be/PqXCkCGMd_Y?start=30&end=40', 'youtu.be/pEDafzZbNwE?start=30&end=40', 'youtu.be/SoDJkvxOYKA?start=30&end=40', 'youtu.be/ZtK9HZGMyDo?start=30&end=40', 'youtu.be/7G0L7iR1J30?start=30&end=40', 'youtu.be/v6BTFTJnkN8?start=30&end=40', 'youtu.be/DmfwH6q4nSA?start=30&end=40']",[],[]
499,/m/073cg4,Cap gun,장난감 총,The sound of a toy gun that creates a loud sound simulating a gunshot and a puff of smoke when a small percussion cap is exploded.,작은 퍼커션 캡(충격 점화 장치의 유형)이 폭발할 때 나타나는 총성과 연기를 시뮬레이션해 큰 소리를 내는 장난감 총소리.,http://en.wikipedia.org/wiki/Cap_gun,"['youtu.be/0Hnrufry54I?start=11&end=21', 'youtu.be/a4nkA0NL4Hw?start=0&end=9', 'youtu.be/s14pZzKGsdE?start=30&end=40', 'youtu.be/FTPLIbmvoSs?start=140&end=150']",[],[]
500,/m/0g6b5,Fireworks,불꽃놀이,Sounds of a class of low explosive pyrotechnic devices used for aesthetic and entertainment purposes.,미적 및 엔터테인먼트 목적으로 사용되는 저폭발 폭약식 장치의 소리.,http://en.wikipedia.org/wiki/Fireworks,"['youtu.be/cWgHxozrrVg?start=30&end=40', 'youtu.be/e6GFJxUv6WQ?start=450&end=460', 'youtu.be/3Eexn6Q-S0g?start=4&end=14', 'youtu.be/Y0P1S-mEMR4?start=180&end=190', 'youtu.be/AW8HjiOEwjk?start=20&end=30', 'youtu.be/SFdFVOilebk?start=10&end=20', 'youtu.be/JUBUL74vtjs?start=270&end=280', 'youtu.be/H8K9xauYZSM?start=340&end=350']",['/g/122z_qxw'],[]
501,/g/122z_qxw,Firecracker,폭죽,"The sound of a small explosive device primarily designed to produce a large amount of noise, especially in the form of a loud bang.",주로 큰 소음을 발생시키도록 설계된 작은 폭발 장치의 크게 쾅하는 소리.,http://en.wikipedia.org/wiki/Firecracker,"['youtu.be/HA1QdosEauQ?start=230&end=240', 'youtu.be/H6xfwBVAk8k?start=10&end=20', 'youtu.be/2He2w7av5Zc?start=50&end=60', 'youtu.be/AfSs1ULO6so?start=40&end=50', 'youtu.be/7_GIrU0H3FA?start=290&end=300']",[],[]
502,/m/07qsvvw,"Burst, pop",파열,The sound of an enclosure holding gas or liquid coming open suddenly and violently.,가스나 액체를 수용한 인클로저가 갑자기 격렬하게 열리는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=burst,"['youtu.be/RpFDag_WTi4?start=30&end=40', 'youtu.be/s-tz_tCHzWo?start=10&end=20', 'youtu.be/Ozzhq8roq54?start=15&end=25', 'youtu.be/MXOe4NZQCvg?start=8&end=18']",[],[]
503,/m/07pxg6y,Eruption,분화,"The sound of a volcano violently ejecting ash and lava, or a similar event in which large volumes of material are explosively released.",화산이 화산재와 용암을 격렬하게 분출하는 소리 또는 대량의 물질이 폭발적으로 분출되는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=eruption,"['youtu.be/2b4c8PGpqhI?start=30&end=40', 'youtu.be/0bD6alaQ8p4?start=540&end=550']",[],[]
504,/m/07qqyl4,Boom,쾅,A deep prolonged loud noise.,깊고 길게 이어지는 큰 소음.,http://wordnetweb.princeton.edu/perl/webwn?s=boom,"['youtu.be/j2iXdCbRD1w?start=110&end=120', 'youtu.be/CrurGAJGFEo?start=570&end=580', 'youtu.be/mPA-o61cmsU?start=530&end=540', 'youtu.be/bdLPcIBg1jQ?start=70&end=80', 'youtu.be/HJrMrPOFwMw?start=270&end=280', 'youtu.be/rRft1-LuYFE?start=370&end=380', 'youtu.be/EUk1c1LphAU?start=130&end=140']",['/m/0193bn'],[]
505,/m/0193bn,Sonic boom,음속 폭음,The sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.,소리의 속도보다 빠르게 공기를 통해 이동하는 물체에 의해 생성된 충격파와 관련된 소리.,http://en.wikipedia.org/wiki/Sonic_boom,[],[],['blacklist']
506,/m/083vt,Wood,목재,"Sounds associated with the porous and fibrous structural tissue found in the stems and roots of trees, and other woody plants.","나무 줄기, 뿌리, 기타 목질 식물에서 발견되는 다공성 및 섬유 구조 조직과 관련된 소리.",http://en.wikipedia.org/wiki/Wood,"['youtu.be/6uw4VuJaiyU?start=200&end=210', 'youtu.be/0xiCiydk7Z8?start=50&end=60', 'youtu.be/ZiWvhIbB7JU?start=110&end=120', 'youtu.be/Hy2zg9K4iWw?start=230&end=240', 'youtu.be/Dc7Uago6dTo?start=120&end=130', 'youtu.be/DPpeWsDmMqM?start=430&end=440']","['/m/07pczhz', '/m/07pl1bw', '/m/07qs1cx', '/m/07pc8l3']",[]
507,/m/07pczhz,Chop,"썰다, 토막내다",The sound of cutting a solid material such as wood into smaller pieces by using an ax or other hacking tool.,도끼나 다른 도구를 사용하여 목재와 같은 단단한 재료를 작은 조각으로 자르는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=chop,"['youtu.be/TgnBMRMoqiU?start=30&end=40', 'youtu.be/GSNkf-1GPSQ?start=30&end=40', 'youtu.be/RswPwZBfRi4?start=80&end=90']",[],[]
508,/m/07pl1bw,Splinter,파편,"The sound of a rigid fibrous material, typically wood, breaking up into splinters or slivers.",단단한 섬유질 재료(일반적으로 나무)가 조각들로 부서지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=splinter,"['youtu.be/KXhwErBuMgY?start=30&end=40', 'youtu.be/2zKFMrXOIIM?start=30&end=40', 'youtu.be/1vTcgIFYqS0?start=30&end=40']",[],[]
509,/m/07qs1cx,Crack,금이 감,Abrupt sounds of individual ruptures in a rigid substance under stress.,응력을 받는 단단한 물질이 갑자기 파열되는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=crack,"['youtu.be/7uOf0j0P8HU?start=30&end=40', 'youtu.be/RnwN5cfvtm4?start=30&end=40', 'youtu.be/3bGqkpfyk6k?start=230&end=240', 'youtu.be/oRINjxOZKt8?start=150&end=160']",[],[]
510,/m/07pc8l3,Snap,"부러짐, 찰칵",The sound of a thin and rigid element breaking suddenly and abruptly.,얇고 단단한 요소가 갑자기 부서지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=snap,"['youtu.be/NuMmJD2JrBI?start=30&end=40', 'youtu.be/aJP8tmE_77E?start=3&end=13', 'youtu.be/Cw1OYx8S4-Y?start=30&end=40', 'youtu.be/FCkRdsB6a-U?start=0&end=9', 'youtu.be/GxtlETpVSYU?start=8&end=18']",[],[]
511,/m/039jq,Glass,유리,"Sounds associated with the non-crystalline amorphous solid that is often transparent and has widespread practical, technological, and decorative uses.","종종 투명하고 실용적인, 기술적, 장식적인 용도로 널리 사용되는 비결정성 비정질 고체와 관련된 소리.",http://en.wikipedia.org/wiki/Glass,"['youtu.be/PN10dchsywY?start=70&end=80', 'youtu.be/uN7Hp-Yk8OQ?start=330&end=340', 'youtu.be/VWPIFiqTHWs?start=180&end=190', 'youtu.be/n3cOIGJUlPQ?start=530&end=540', 'youtu.be/723KuaTtsVc?start=50&end=60', 'youtu.be/E1QaQHjCAv4?start=230&end=240', 'youtu.be/qlnoKIMMWm4?start=110&end=120', 'youtu.be/LT5wHi8Atmg?start=70&end=80']","['/m/07q7njn', '/m/07rn7sz']",[]
512,/m/07q7njn,"Chink, clink","쨍그랑, 짤랑",A short light metallic sound.,짧고 가벼운 금속 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=chink,"['youtu.be/MtzyuvdvfpQ?start=2&end=12', 'youtu.be/N8YbmQ_YvW4?start=30&end=40', 'youtu.be/aWsU1yATn5U?start=8&end=18', 'youtu.be/8-qDda-c6yo?start=30&end=40', 'youtu.be/8efvnCaFuzQ?start=17&end=27']",[],[]
513,/m/07rn7sz,Shatter,산산조각,The sound of a brittle rigid substance rapidly breaking into many pieces.,부서지기 쉬운 단단한 물질이 빠르게 여러 조각으로 부서지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=shatter,"['youtu.be/rBUWlPPHunk?start=50&end=60', 'youtu.be/gkac73Rq7dU?start=350&end=360', 'youtu.be/PDtzyKfzAc8?start=180&end=190']",[],[]
514,/m/04k94,Liquid,액체,Sounds of a fluid that conforms to the shape of its container but retains a constant volume independent of pressure.,용기의 모양과 일치하지만 압력과 무관하게 일정한 부피를 유지하는 유체 소리.,http://en.wikipedia.org/wiki/Liquid,"['youtu.be/5ntpW4iXtP8?start=70&end=80', 'youtu.be/EvNPF1oGjPQ?start=10&end=20', 'youtu.be/vKLoUE_DBVQ?start=230&end=240', 'youtu.be/1QkOu15rjXM?start=40&end=50', 'youtu.be/EyOMSnIc9SY?start=440&end=450', 'youtu.be/qtKiqaRZ9x8?start=10&end=20']","['/m/07rrlb6', '/m/07qlwh6', '/m/07r5v4s', '/m/07prgkl', '/m/07p7b8y', '/m/07qlf79', '/m/07ptzwd', '/m/07ptfmf', '/m/0dv3j']",[]
515,/m/07rrlb6,"Splash, splatter","스플래시, 뿌리",The sound of a liquid colliding with a hard surface.,액체가 딱딱한 표면과 충돌하는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=splash,"['youtu.be/rFF12MllDhg?start=210&end=220', 'youtu.be/whfUQXL3luQ?start=10&end=20', 'youtu.be/IOwEFjW1ReU?start=50&end=60', 'youtu.be/XdSCT_cQDbE?start=10&end=20', 'youtu.be/sW4wBBH37qA?start=10&end=20']",['/m/07p6mqd'],[]
516,/m/07p6mqd,Slosh,철벅(액체),The sound of small waves of liquid held in a container breaking against the edges.,용기에 담긴 작은 액체의 파동이 가장자리에 부딪혀 부서지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=slosh,"['youtu.be/0D_D7pd2Auk?start=210&end=220', 'youtu.be/0y5ZMfoo3EI?start=30&end=40', 'youtu.be/i_IwowmdAOg?start=30&end=40', 'youtu.be/5CjCEFSCFuw?start=30&end=40', 'youtu.be/DlMgXSJq1vg?start=180&end=190']",[],[]
517,/m/07qlwh6,Squish,뭉개기(액체),Sounds made by a liquid-saturated material being squeezed.,액체 포화 물질이 짜여지면서 나는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=squish,"['youtu.be/3EmVk33-7ng?start=30&end=40', 'youtu.be/H8COAreN7CI?start=30&end=40', 'youtu.be/1oH7EmcORMk?start=30&end=40', 'youtu.be/Wf2-FDI22Xg?start=220&end=230', 'youtu.be/0Lr0d7HoFRQ?start=30&end=40']",[],[]
518,/m/07r5v4s,Drip,물방울,The sound of liquid falling in drops.,액체가 뚝뚝 떨어지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=drip,"['youtu.be/RiIo5obGWgQ?start=70&end=80', 'youtu.be/mqSklGvTBo0?start=60&end=70']",[],[]
519,/m/07prgkl,Pour,붓기,The sound of liquid being transferred in a steady stream.,액체가 끊임없이 흐르는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=pour,"['youtu.be/vSwJupCXq6g?start=10&end=20', 'youtu.be/klF5jHsp2rs?start=150&end=160', 'youtu.be/7NBoEcVv0U8?start=70&end=80', 'youtu.be/_WHA4Awjq1Q?start=200&end=210', 'youtu.be/IAP0Hr4zJcE?start=570&end=580', 'youtu.be/qavftbteuzU?start=570&end=580', 'youtu.be/laey-lg_NQ4?start=470&end=480']","['/m/07pqc89', '/t/dd00088']",[]
520,/m/07pqc89,"Trickle, dribble",주르륵(액체),The sound of a liquid flowing slowly in an unsteady stream or drops.,액체가 불안정한 흐름 속에서 천천히 흐르거나 떨어지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=trickle,"['youtu.be/KatU7SuscEU?start=130&end=140', 'youtu.be/5-26yY_4M6c?start=590&end=600', 'youtu.be/zMEi4gB_m_0?start=30&end=40', 'youtu.be/j8TblDlV7ms?start=120&end=130']",[],[]
521,/t/dd00088,Gush,분출,The sound of a liquid coming out of a pipe or other opening rapidly and in large volumes.,액체가 파이프 또는 기타 개구부에서 빠르게 대량으로 나오는 소리.,,['youtu.be/nb-qnjlexk4?start=200&end=210'],[],[]
522,/m/07p7b8y,Fill (with liquid),채우기(액체),The sound of a container being filled with liquid.,용기에 액체가 채워지는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=fill,"['youtu.be/XDEoGiMbmtc?start=270&end=280', 'youtu.be/ZoW4eL72fYA?start=210&end=220', 'youtu.be/KRXChlhyrrw?start=120&end=130', 'youtu.be/A8up3toh8Js?start=250&end=260', 'youtu.be/ZM-nZ8Yh9b0?start=10&end=20']",[],[]
